imei,ip,subnet,screen_time,trade_freq,trade_amount,app_switches,role
918785191088398,192.168.1.36,192.168.1,6.272051569912978,14.009974958900155,677.9224563605198,82.8557885991332,meat_machine_group_1
971870728679087,192.168.1.7,192.168.1,4.493611469748265,14.272430036974756,409.28838686174157,80.40885713817212,meat_machine_group_1
910651801704622,192.168.1.71,192.168.1,6.169840239475007,11.979743549766287,671.5172581531914,82.37413448495447,meat_machine_group_1
661825128682300,192.168.1.58,192.168.1,5.123382761914803,14.456668026092634,413.97599286388004,87.51345230045183,meat_machine_group_1
337524310690331,192.168.1.71,192.168.1,5.38901170358434,13.59546987505426,396.8896208133811,71.37829404101382,meat_machine_group_1
306738302843959,192.168.1.29,192.168.1,5.781832442438072,12.232205331243012,570.4165458105533,86.16637253359175,meat_machine_group_1
644089268705685,192.168.1.63,192.168.1,4.710712104330161,14.381291610869036,789.986892507588,75.63753162794771,meat_machine_group_1
334270866882634,192.168.1.58,192.168.1,5.224777530488765,11.499442472177005,228.71528512307455,76.13784793172452,meat_machine_group_1
830469901398373,192.168.1.190,192.168.1,4.990788980872315,10.395352166974027,414.8507780804736,71.13232480566144,meat_machine_group_1
173936385467854,192.168.1.63,192.168.1,4.9095640768934725,14.544970803534005,248.26544043430562,65.70071092890446,meat_machine_group_1
753556093204899,192.168.1.71,192.168.1,5.078933853942525,14.4140597618102,426.2028468327653,84.08449865460062,meat_machine_group_1
378547772522872,192.168.1.58,192.168.1,4.885576862523214,10.980958913634169,261.0130382022845,77.09368538112105,meat_machine_group_1
006231203875099,192.168.1.164,192.168.1,5.571833246212238,14.195342467974774,152.03128801011798,84.5398773256426,meat_machine_group_1
084840862118233,192.168.1.36,192.168.1,5.977853025969589,10.078658834346099,472.54873950891556,72.3401552465225,meat_machine_group_1
679334101666870,192.168.1.71,192.168.1,6.445643172139848,11.336623683383179,377.82749574865,71.19154750391047,meat_machine_group_1
591803397401489,192.168.1.164,192.168.1,6.108535450057318,10.413430612529009,691.7308561782297,79.34721725829905,meat_machine_group_1
261429396856218,192.168.1.164,192.168.1,4.5380635096602076,14.252138000521239,110.96066663435423,66.21474346228752,meat_machine_group_1
996504773586629,192.168.1.63,192.168.1,4.161089295842181,12.185441264217495,687.0722603292224,70.21778239425318,meat_machine_group_1
142626551104754,192.168.1.58,192.168.1,4.257082352910207,13.093079451299438,658.6386216619226,81.39325598035157,meat_machine_group_1
610158199560466,192.168.1.29,192.168.1,4.397521013482598,10.936958917639386,414.190573915016,76.64220001826604,meat_machine_group_1
826224447212646,192.168.1.29,192.168.1,6.174531532104374,12.79768272881238,794.9111400896396,67.28227561085532,meat_machine_group_1
799371240659657,192.168.1.71,192.168.1,5.452693941801785,10.384606806975786,276.189816452232,67.39770205041009,meat_machine_group_1
459375265479356,192.168.1.63,192.168.1,5.291848662841517,14.117676200699377,555.7258008566332,77.83178757193487,meat_machine_group_1
982807374167243,192.168.1.71,192.168.1,6.449483546298739,11.9646756486973,179.72147652839868,76.91551525886358,meat_machine_group_1
979688680589113,192.168.1.71,192.168.1,5.975988905596955,13.57618195649713,652.3537342540441,62.21895406746865,meat_machine_group_1
656101438889937,192.168.1.63,192.168.1,4.499015479840335,13.063389511566486,494.25420454536186,79.35093611720322,meat_machine_group_1
507146112545738,192.168.1.63,192.168.1,5.173402506032509,13.86171116231216,512.0129695781031,75.01397344859204,meat_machine_group_1
140105123828258,192.168.1.36,192.168.1,5.044900889906939,10.488115155628545,605.3957602957955,73.57341579770508,meat_machine_group_1
660937966033419,192.168.1.58,192.168.1,6.87538786520185,11.159277737057051,383.533205396177,65.53355325454181,meat_machine_group_1
147859696915579,192.168.1.29,192.168.1,6.398507070660129,12.68444505285322,356.05512058876036,65.91222825442637,meat_machine_group_1
125134125286692,192.168.1.7,192.168.1,6.441214762782801,13.529941804729901,308.21138428954634,78.43453547138759,meat_machine_group_1
282742257905072,192.168.1.58,192.168.1,5.269116346219636,12.433351078461916,476.16548899861453,87.57482990144047,meat_machine_group_1
767721903404384,192.168.1.190,192.168.1,6.445647821961586,14.8191454470747,453.8066138114693,74.84909543599211,meat_machine_group_1
819148580783613,192.168.1.7,192.168.1,6.3422205922898955,12.828252305929297,640.7833467136599,74.85940029093463,meat_machine_group_1
171339596292330,192.168.1.71,192.168.1,6.624429538830653,10.16115197724597,283.97065731885937,85.86598876492573,meat_machine_group_1
449481260422325,192.168.1.63,192.168.1,5.596842392111235,12.984288429422994,217.86415522215907,89.37000469208965,meat_machine_group_1
466711684577590,192.168.1.190,192.168.1,6.284420762439571,13.38117276849973,442.62110814094643,77.32276587912484,meat_machine_group_1
186363745458929,192.168.1.29,192.168.1,6.192795812461159,12.292246283398589,564.9006745822898,70.74668188022962,meat_machine_group_1
701277063242415,192.168.1.36,192.168.1,6.364910960430047,14.47077329019278,633.5778156957513,61.37828776975901,meat_machine_group_1
436110371293870,192.168.1.71,192.168.1,4.247261592116439,13.322544057063768,554.2378464033272,61.55361825145965,meat_machine_group_1
271361115542622,192.168.1.164,192.168.1,6.086791321864146,14.085545134566491,791.7084366249904,72.6694180132518,meat_machine_group_1
326973112196565,192.168.1.29,192.168.1,5.5915248296400435,10.042373709765048,555.0141492104649,73.20298262339556,meat_machine_group_1
940438983640376,192.168.1.7,192.168.1,4.743359124890737,13.22310284093949,273.7169190300825,78.02997185290036,meat_machine_group_1
055269658271091,192.168.1.29,192.168.1,4.7232452668156295,13.190411649418241,149.70840118676827,86.66173584260723,meat_machine_group_1
848666188924141,192.168.1.164,192.168.1,4.786555831486202,10.199134309685949,142.328201711744,83.67869996979275,meat_machine_group_1
146303161799042,192.168.1.190,192.168.1,6.922940153063687,10.776885656132928,328.7252073996667,77.59311489037296,meat_machine_group_1
588425241056481,192.168.1.29,192.168.1,4.037994914678498,10.686058986987904,107.94542219253506,74.89238797568147,meat_machine_group_1
507925241913800,192.168.1.71,192.168.1,6.136969744601487,12.88325837357092,153.94902190046975,73.65593333038282,meat_machine_group_1
086353654195180,192.168.1.164,192.168.1,4.73365435107011,12.35882294788869,368.0856320571794,64.5025400472345,meat_machine_group_1
744518705349493,192.168.1.7,192.168.1,4.669555182851956,12.578870653413752,132.15001797568488,72.02774541130508,meat_machine_group_1
832060385050641,192.168.1.36,192.168.1,5.104820883088356,14.859288725754643,798.450981384734,83.27657867865766,meat_machine_group_1
241038657191826,192.168.1.190,192.168.1,5.589443467180038,11.190837972604328,444.4202137949283,61.79685226959569,meat_machine_group_1
445655743132912,192.168.1.29,192.168.1,5.775687290008829,10.311414317599791,563.7107497077643,63.92124859320486,meat_machine_group_1
374741124903521,192.168.1.29,192.168.1,4.493124942099304,12.330275562183308,384.55878633644966,76.0777364727007,meat_machine_group_1
206788317121003,192.168.1.190,192.168.1,6.905200012529107,11.981222313398856,134.26543231329592,68.96522132907066,meat_machine_group_1
199410137215107,192.168.1.7,192.168.1,4.594399105541559,12.002909048357596,580.3996834248921,88.12724694118313,meat_machine_group_1
066253244720999,192.168.1.164,192.168.1,4.503967626187169,12.869420999033615,675.1797810725986,71.84996064665758,meat_machine_group_1
146263838065787,192.168.1.190,192.168.1,5.94183520142224,12.494458049982494,717.9450019112383,74.37092789880464,meat_machine_group_1
593040785932133,192.168.1.63,192.168.1,6.738031049795101,12.51196627771871,371.86689219851024,65.39447621093608,meat_machine_group_1
396522395590599,192.168.1.71,192.168.1,5.60106869376343,13.95618606050534,615.9420962567334,82.92149171152533,meat_machine_group_1
784270103930870,192.168.1.7,192.168.1,5.689326672592055,10.94116832452628,791.6043472832501,86.44879079693281,meat_machine_group_1
500292185156915,192.168.1.63,192.168.1,6.753688557761939,11.007321916760706,191.3426819334278,81.50812898072448,meat_machine_group_1
752895392644220,192.168.1.71,192.168.1,4.96780961311873,14.879303356912132,612.6464177972485,73.10605148788747,meat_machine_group_1
593917251355215,192.168.1.58,192.168.1,6.552270896605025,13.854151962890622,497.2379283805781,65.46245268040641,meat_machine_group_1
100676267658617,192.168.1.36,192.168.1,4.034186860886494,11.048421422002496,585.2232534248853,70.51443485691948,meat_machine_group_1
541152621815997,192.168.1.190,192.168.1,4.487969535245465,10.368546947806871,692.0337388171922,68.84725839348391,meat_machine_group_1
015336884443106,192.168.1.164,192.168.1,5.293970002437582,13.268175876326755,525.12233795842,73.0260115467989,meat_machine_group_1
973103241714677,192.168.1.36,192.168.1,4.460769803550202,11.804144606136365,399.32417021199944,68.83648346898644,meat_machine_group_1
527047743490211,192.168.1.71,192.168.1,4.273410632652038,12.7206301460984,229.4168543794331,86.56478078248617,meat_machine_group_1
068687937416089,192.168.1.63,192.168.1,6.424540472212039,12.069933264356312,629.5198203087486,66.82538275873704,meat_machine_group_1
332061632945116,192.168.1.7,192.168.1,4.3608456242663,13.785943778195968,221.0152809645461,89.53103970747398,meat_machine_group_1
099861622999119,192.168.1.58,192.168.1,5.656162574726197,14.283120903231234,463.7817242794485,87.51485732349744,meat_machine_group_1
467997024629960,192.168.1.29,192.168.1,6.357236890929032,14.337376338825877,716.0950492375226,86.33680688088164,meat_machine_group_1
450544471324754,192.168.1.58,192.168.1,6.6687226417427725,11.657470378671354,266.305505741415,82.37249459517409,meat_machine_group_1
678508214862890,192.168.1.58,192.168.1,5.814937397365752,10.446434251514662,409.2016186414163,87.4029841625622,meat_machine_group_1
705345786103579,192.168.1.7,192.168.1,4.578290340494675,14.164649665382758,685.8836743260865,67.48470783972837,meat_machine_group_1
241406029333346,192.168.1.36,192.168.1,4.532751082491585,14.352403859592314,510.81617389569874,70.49279704933963,meat_machine_group_1
229034944665743,192.168.1.164,192.168.1,6.593889790333144,14.835691778643902,577.5398120748146,74.22291619588034,meat_machine_group_1
085899441715454,192.168.1.36,192.168.1,4.906435273823056,12.603189491641178,536.5242673308162,77.53461467526378,meat_machine_group_1
830965207446660,192.168.1.71,192.168.1,5.968358815709362,14.760938990577078,556.0265280988349,65.65080243720024,meat_machine_group_1
758428241724825,192.168.1.190,192.168.1,5.02950114890672,13.566846446035921,580.4226776528699,79.1494076963284,meat_machine_group_1
554947170999173,192.168.1.29,192.168.1,4.666760534538702,11.116639626928043,710.0025625151372,72.61417704554432,meat_machine_group_1
223569725217525,192.168.1.29,192.168.1,6.60249326409469,11.908346099027936,308.8490276722243,61.621859119277254,meat_machine_group_1
271296666760083,192.168.1.164,192.168.1,4.014140504271982,11.367639311007498,632.8352968504994,65.05817269748724,meat_machine_group_1
003354216894210,192.168.1.63,192.168.1,6.850205846445496,14.460031960987044,629.7934165839856,75.93101356712953,meat_machine_group_1
625753260332309,192.168.1.71,192.168.1,6.84539012515905,12.279631559842523,464.2018885721187,75.72352931004058,meat_machine_group_1
489090100167618,192.168.1.7,192.168.1,4.369485945252883,13.555550450479252,654.4890085321248,71.25577298027518,meat_machine_group_1
461849926189141,192.168.1.71,192.168.1,5.423189014983212,10.765635490622183,586.6344204546363,78.90934020488811,meat_machine_group_1
356420873753001,192.168.1.29,192.168.1,5.493217189579754,13.045009046783647,644.571241617916,84.94496461521373,meat_machine_group_1
811437447012045,192.168.1.29,192.168.1,6.505696495789723,13.3451096525082,204.40114486673627,62.70248020727773,meat_machine_group_1
022557941552166,192.168.1.63,192.168.1,5.277985619124923,10.579505268298032,695.872130474022,86.70876034629846,meat_machine_group_1
212021697972965,192.168.1.36,192.168.1,4.8154992722505705,11.92857744879657,695.4701046256088,83.9969729084685,meat_machine_group_1
771670145089935,192.168.1.164,192.168.1,6.587727323572281,14.399751232509928,609.0950442955732,86.75288404464467,meat_machine_group_1
628900287721753,192.168.1.29,192.168.1,5.2985437213267375,13.633259842119253,437.35077412444826,79.91131931758574,meat_machine_group_1
631779717751701,192.168.1.63,192.168.1,6.910435146350201,10.251753572632719,255.89456621815933,79.29951944469755,meat_machine_group_1
994883755037589,192.168.1.58,192.168.1,5.237015643026648,12.785655057024165,100.11880083483551,62.726866407345966,meat_machine_group_1
305548851027261,192.168.1.36,192.168.1,6.149974204387528,11.81647273584878,416.7727193222668,62.9231106696993,meat_machine_group_1
735160917798270,192.168.1.71,192.168.1,5.832555298416051,10.937717002658017,751.1513814072017,71.78689469745521,meat_machine_group_1
292216995866934,192.168.1.164,192.168.1,5.659678986712731,12.164051899269824,509.5844979439107,87.73112621344616,meat_machine_group_1
698485833394522,192.168.1.58,192.168.1,6.890780613039258,14.852458249560502,416.99199425695673,64.00115493048281,meat_machine_group_1
684608106200342,192.168.1.63,192.168.1,6.131058181421576,13.803875124165334,493.5961480159978,77.48418813287574,meat_machine_group_1
380571983863840,192.168.1.71,192.168.1,6.050170985994361,10.732141950703479,143.42297675770808,83.530722028421,meat_machine_group_1
800439735989334,192.168.1.58,192.168.1,5.162663945925971,14.783509850059133,783.0759054392884,69.37961942683903,meat_machine_group_1
816064842294057,192.168.1.36,192.168.1,4.532277695464789,13.413294258507676,230.88360707262657,65.21385395565916,meat_machine_group_1
947985158328182,192.168.1.7,192.168.1,4.1198217679642894,14.643141192295776,517.8162324100643,83.20982849576663,meat_machine_group_1
555439878015739,192.168.1.58,192.168.1,5.629240465246944,12.017085332123397,344.58206560342495,86.50190216601352,meat_machine_group_1
164840858877043,192.168.1.190,192.168.1,6.876690448221801,13.41275680384264,324.655907354957,87.47797290896027,meat_machine_group_1
880133613861207,192.168.1.63,192.168.1,5.541684100382301,14.74105909824209,217.17636644944645,88.68828619420196,meat_machine_group_1
193466766506180,192.168.1.63,192.168.1,4.113658944238445,10.366240145797583,224.59451448880395,67.55724002974128,meat_machine_group_1
814491476607283,192.168.1.29,192.168.1,6.267881790085532,12.928040066566947,590.6174219681014,62.17768334396931,meat_machine_group_1
245088210099688,192.168.1.7,192.168.1,6.240261734820736,13.983852185215227,694.6272066385085,68.84935407939574,meat_machine_group_1
682223943129087,192.168.1.29,192.168.1,4.914073457048525,13.741482933663967,732.4824631821822,70.31554949545941,meat_machine_group_1
755231491357759,192.168.1.29,192.168.1,4.871958002560256,10.336813787024006,168.74168096626036,81.76767772002421,meat_machine_group_1
620533645257775,192.168.1.71,192.168.1,6.080374388042911,10.761974810270667,496.8033250804648,84.23099293924864,meat_machine_group_1
428341108099693,192.168.1.71,192.168.1,5.460914147310074,10.544163181475183,551.8861228573275,62.45921079258464,meat_machine_group_1
